ID,Band_Name,Country,Band_Status,Band_Formation,Band_Genre,Band_Theme,Band_Active_Status
332,Gateway Horizon,Australia,Split-up,N/A,Dance,N/A,N/A
333,Gath Šmânê,United States,Active,N/A,Alternative,N/A,N/A
334,Geggar Otak,Indonesia,Active,1999,Alternative,War| Politic| Social,1999-present
335,Gehenna,United States,Split-up,1991,Trilha sonora,Death| Hate| Cannibalism,1991-?
336,Gelatin Skeleton,United States,Active,2011,Rock,N/A,2011-present
337,General Winter,Finland,Split-up,2001,Rock,War,2001-?
338,Generators,Indonesia,Unknown,N/A,Rock,Dark Side of Life,N/A
339,Genetic Deformation,Brazil,Split-up,1992,Rock,War| Sickness| Devastation| Misery,1992-?
340,Genital Disease,Indonesia,Active,2009,Pop,N/A,2009-present
341,Genital Grinder,Italy,Active,1991,Alternative,Gore| Hate| Violence,1990-1991 (as Mass Slaughter)| 1991-1994| 2002-present
342,Genital Grinder,United States,Split-up,N/A,Alternative,N/A,N/A
343,Genocide,Austria,Split-up,2000,Rock,Perversion| Murder| Joy for Kill| Sickness,2000-?
344,Genocide,Hungary,Changed name,1996,Rock,N/A,1996-2000| 2000-present (as Gutted)
345,Genocide,Mexico,Active,1993,Rock,N/A,1993-present
346,Genocide Pact,United States,Active,2013,Rock,N/A,2013-present
347,Genocide Policy,Turkey,Split-up,N/A,Rock,N/A,N/A
348,Genocide Terror,Finland,Split-up,2008,Rock,War| Hatred,2008-?
349,Genocrush Ferox,Sweden,Split-up,1997,Rock,N/A,1995-1997 (as Cromb)| 1997-2004
350,Genocyde,United States,Changed name,1991,Rock,N/A,1991-1992| 1992-? (as Dominus)
351,Genocídio,Brazil,Active,1985,Rock,Death| War| Darkness| Occult,1985-present
352,Genotype,United Kingdom,Split-up,N/A,Rock,N/A,N/A
353,George Kollias,Greece,Active,2014,Alternative,N/A,2014-present
354,Gestation,United States,Split-up,N/A,Rock,N/A,N/A
355,Gestos Grosseiros,Brazil,Active,1996,Alternative,Anti-Religion| Politics| War,1996-present
356,Get Away,Czech Republic,Active,2004,Alternative,Anti-Christianity| Death| Hate,2004-present
357,Getto Death,United States,Split-up,N/A,Alternative,Beer| Death Metal| Death,N/A
358,Ghastly,Finland,Active,2011,Alternative,Death| Hell,2011-present
359,Ghastly Pallor,Greece,Split-up,1993,Rock,N/A,1993-1996
360,Ghazi,United States,Active,2015,Rock,N/A,2015-present
361,Gholem,Mexico,Active,1998,Rock,Mostly Medieval Themes,1998-2003| 2004-present
362,Ghost,Poland,Active,1988,Alternative,Darkness| Rites| Horror| War,1982-1988 (as Metal Danger)| 1988-1990| 1992-1994| 1997-2002| 2016-present
363,Ghost Hook,United States,Active,2011,Pop,Hatred| Gore,2011-present
364,Ghost in the Gears,United States,Unknown,2003,Rock,Gore| Death| Sex| Killing of Angels,2003-?
365,Ghoul Dementia,Hungary,Changed name,2000,Rock,N/A,2000-2003| 2003-2008 (as Tyler)
366,Ghoul Necropsy,United States,Active,2011,Rock,Gore| Putrefaction| Surgery,2011-present
367,Ghoul Patrol,Finland,Split-up,2005,Alternative,Death,2005-2015
368,Ghoulish,Chile,Active,2000,Rock,Mental Liberation| Gore| Paganism,2000-present
369,Ghoulish Pain,Colombia,Active,2005,Rock,Darkness| Death| War,2005-present
370,ghUSa,France,Active,1989,Alternative,Religion,1989-present
371,Gibbed,Japan,Unknown,1989,Alternative,N/A,1989-?
372,Gigatic Khmer,Japan,Split-up,1988,Pop,N/A,1988-1992
373,Giggerotah,Russia,Active,2011,Alternative,N/A,2011-present
374,Giktor Velu,France,Active,2006,Dance,Satanism| Folk/Pagan themes,2006-present
375,Gilgamosh,Sweden,Changed name,1991,Alternative,N/A,1990-1991 (as Torment)| 1991-1992| 1992-1994 (as Decortication)
376,Giljotina,Lithuania,Split-up,1989,Trilha sonora,N/A,1989-?
377,Girl Scout Hand Grenade,United States,Unknown,2002,Alternative,N/A,2002-?
378,Girlzeroth,Indonesia,Active,2008,Pop,N/A,2008-present
379,Giyotin,Turkey,Split-up,2000,Dance,Death| Prison Life,2000-?
380,Gloom,Poland,Split-up,2002,Alternative,N/A,2002-?
381,Gloom,Spain,Active,2002,Alternative,N/A,2002-present
382,Gloom,Sweden,Split-up,1991,Rock,N/A,1991-?
383,Glory in Decay,United States,Active,2003,Rock,Death| War| Horror,2003-present
384,Halcyon,United States,Active,2000,Pop,N/A,2000-2004| 2007-present
385,Half Dead,United States,Split-up,1990,Alternative,N/A,1990-?
386,Hallucatus,Finland,Split-up,1993,Alternative adulto,N/A,1993 (as Execution)| 1993-?
387,Hallucinate,Mexico,Split-up,1992,Alternative,Despair| Internal Issues| Darkness,1992-?
388,Hallucinated Salvation,United States,Split-up,1993,Rock,N/A,1993-1996
389,Hallucination,United States,Split-up,2009,Alternative,Death| Dreams| Abstract Themes,2009-2015
390,Hallways of the Always,United States,Active,2004,Rock,N/A,2004-present
391,Haloperidol,Brazil,Unknown,2012,Rock,N/A,2012-?
392,Hamba,Indonesia,Unknown,2012,Rock,Natural globalization| Revolutionary life| Defense of Islamic laws| Anti-Zionism,2012-?
393,Hammer of Gore,Germany,Split-up,2010,Alternative,Gore| Violence| Booze,2009-2010 (as Infected)| 2010-2013
394,Hammerhead,India,Split-up,2007,Alternative,Violence| Mutilation| Hatred| War,2007-2012
395,HamunaptRa,Russia,Active,2010,Rock,Ancient civilizations,2010-present
396,Hanator,Malaysia,Unknown,2010,Rock,Horrorism| Death| Mythology| Mysticism| Massakrak,2010-?
397,Hand of the Daedra,United Kingdom,On hold,2006,Rock,N/A,2006-present
398,Handfast,United States,Active,2007,Rock,Witchcraft| Death,2007-present
399,Hanged,Croatia,Active,2010,Rock,Gore| Death,2010-present
400,Hansened,Brazil,Split-up,1995,Rock,Gore| Splatter,1995-1999
401,Haram,Indonesia,Active,2009,Rock,Worst side of humanity,2009-present
402,Harassed,Sweden,Active,1990,Alternative,Gore| Death| The Afterlife,1989 (as Anguish)| 1990-?| 2012-present
403,Harm,Germany,Active,2009,Alternative,War| Death| Anti-Religion,2009-present
404,Harmonic Pain,Greece,Split-up,N/A,Pop,N/A,N/A
405,Harmony,Sweden,Changed name,1992,Dance,N/A,1992 (as Disturbed)| 1992 (as Accused)| 1992-1995| 1995 (as Torment)| 1995-present (as Maze of Torment)
406,Harmony Hate,Brazil,Active,2006,Alternative,War| Anti-Religion| Destruction| Hatred| Human race,2005-2006 (as Soul Devourer)| 2006-present
407,Haruspex,United States,Unknown,1991,Alternative,Death| Gore| Sex,1991-?
408,Harvest the Murdered,United States,Active,2005,Dance,Inner Struggles| Weed| Death,2005-present
409,Harvested,Denmark,Active,2007,Alternative,Death,2007-present
410,HaShem,United States,Active,2013,Dance,Christianity,2013-present
411,Hastur,Italy,Active,1998,Pop,N/A,1998-present
412,Hatchet,United States,Changed name,2004,Rock,Murder| Horror| Genitalia| Girl Scouts,2004-?| ?-present (as Casket Rot)
413,Hate,Canada,Split-up,1995,Shows,Pain| Death| Life| Social Issues,1995-?
414,Hate,Poland,Active,1991,Alternative,Satanism| Anti-Christianity| Hate| Death| Darkness,1990 (as Infected)| 1990 (as Somuchhate)| 1991-present
415,Hate,Romania,Split-up,1993,Rock,N/A,1993-?
416,Hate Disposal,Portugal,Active,2006,Rock,War| Religion| Mankind,2006-present
417,Hate Embrace,Brazil,Active,2008,Rock,Egyptian cultuire (early) Brazilian northeast| Backwoods| Folklore (later),2008-2011 (as Hatembrace)| 2011-present
418,Hate Eternal,United States,Active,1997,Alternative,The Ancient Ones| Domination,1997-present
419,Hate Furnace,United States,Split-up,N/A,Alternative,N/A,N/A
420,Hate Legion,Finland,Split-up,2005,Alternative,Death| War| Destruction| Anti-Christian,2005-2008
421,Hate Machine,Colombia,Active,2004,Pop,War| Violence,2004-present
422,Hate Machine,United States,Split-up,N/A,Pop,N/A,N/A
423,Hate over Gore,Brazil,Active,2007,Alternative,War| Anti-religion,2007-present
424,Hate Storm Annihilation,United States,Active,2012,Rock,N/A,2012-present
425,Hate Supremacy,France,Active,1999,Alternative adulto,Devastation| Terror| Armageddon| Hatred,1999-present
426,Hateart,Guatemala,Split-up,2000,Rock,Pain| Death,2000-?
427,Hateblasted,Italy,Split-up,1992,Rock,Hallucinations| Hate| Death,1992-?
428,Hateblaze,Ukraine,Split-up,1999,Alternative,Social| Philosophy,1999
429,HateBomb,Bulgaria,Split-up,2009,Rock,Death| War| Mental Disorders| Psychosocial themes,2003-2009 (as Старо Зло)| 2009-2013
430,Hateflesh,Finland,Active,2009,Pop,N/A,2009-present
431,Hateful Carnage,Brazil,Active,2004,Pop,Hate| War| Suffering,2004-present
432,HatePlow,United States,Active,1994,Trilha sonora,Everyday Atrocities,1994-present
433,HateRed,Finland,Active,2006,Dance,N/A,1995-2006 (as After the Fall)| 2006-present
434,Hatespawn,Germany,On hold,2004,Alternative,Death| Blasphemy,2004-2013
435,Hatework,Germany,Split-up,2003,Alternative,White Pride| Resistance| Honour| Nationalism,2003-?
436,Hatework,United Kingdom,Split-up,1995,Rock,Environmental Issues| Conflict,1995-1999
437,Hateworks,Brazil,Split-up,2004,Trilha sonora,Hate| Pain| Suffering,2004-2011
438,Hath,United States,Active,N/A,Dance,N/A,N/A
439,Hator,Mexico,Split-up,1989,Dance,N/A,1989-?
440,Hatred,Italy,Changed name,2001,Pop,N/A,2001-2014| 2014-present (as Demiurgon)
441,Hatred,United States,On hold,1990,Rock,N/A,1990-present
442,Hatred,United States,Split-up,1984,Dance,N/A,1984-?
443,Hatred,United States,Split-up,1995,Rock,N/A,1995-?
444,Hatred Arouser,Turkey,Split-up,1994,Instrumental,Politics| Social,1994-?
445,Hatred for All,United States,On hold,2003,Instrumental,Reality,2003-present
446,Hatred Inherit,Germany,Active,2012,Rock,N/A,2012-present
447,Hatred Progeny,Italy,Changed name,2006,Fitness e malha��o,N/A,2006-2012| 2012-present (as Sasha Grey)
448,Hatred Sculpted Souls,Brazil,Active,2013,Instrumental,N/A,2013-present
449,Hatred Slave,Australia,Split-up,1998,Instrumental,Anti-Religion| Gore| Drugs,1998-2009
450,Hatred Source,Argentina,Active,2012,Instrumental,N/A,2012-present
451,Hatred Unleashed,United States,Active,2001,Instrumental,Satan| Victory| War,2001-present
452,Hatred Within,Germany,Changed name,2008,Pop,Social criticism,2008-2010| 2010-present (as Asphodelos)
453,Haudankaivaja,Åland Islands,Changed name,2006,Instrumental,N/A,2006-2008| 2008-present (as Vorum)
454,Haunted,United States,Split-up,N/A,Instrumental,N/A,N/A
455,Haunted Cemetery,Germany,Active,2012,Instrumental,N/A,2012-present
456,Haunting,United States,Active,2013,Instrumental,Misanthropy| Death,2013-present
457,Havoc,Finland,Changed name,2005,Pop,Death| Diseases| God| Satan| Vomit| War,2005-?| ?-present (as Kholera)
458,Havoc,Poland,Split-up,1999,Instrumental,Death| Suffering| Pain,1999-?
459,Havok,Germany,Active,2004,Instrumental,Personal struggle in everyday life,2004-2012| 2014-present
460,Havok,Sweden,Split-up,2005,Alternative,Misanthropy| Philosophy| Art| Fear| Death,2003-2005 (as Ecliptica)| 2005-2012
461,Hazarax,United States,Split-up,1988,Dance,N/A,1988-?
462,Hbattoir,Brazil,Split-up,2000,Alternative,Splatter (Old),2000-?
463,Headhunter D.C.,Brazil,Active,1987,Alternative,Anti-Christianity| Death| Hatred| Suffering,1987-present
464,Headless,Australia,Active,2011,Alternative,N/A,2011-present
465,Headless,Italy,Split-up,2005,Alternative,Murder| Death (early)| Anti-Christianity (later),2005-2008
466,Headless,Poland,Split-up,2000,Rock,Suffering| Hate,2000-?
467,Headless,Romania,Active,2013,Alternative,N/A,2013-present
468,Headless Christ,United States,Split-up,1994,Alternative,Blasphemy| Anti-Christianity| Hatred,1993-1994| 1994-1995| 1997
469,HeadRot,United States,Active,1989,Alternative,Horror| Torment| Misery| Gore| Death,1990-1993| 2011-present
470,Headshot.Failed.Desperation,Germany,Active,2007,Alternative,N/A,2007-present
471,Headstone,Australia,Split-up,1993,Alternative,N/A,1993-?
472,Hearken,United States,Active,1996,Alternative,Christianity,1996-present
473,Heartless,Brazil,Unknown,2002,Alternative,N/A,2002-?
474,Heartwork,Ukraine,Split-up,1993,Alternative,N/A,1993-2000
475,Heaven Can Wait,Portugal,Active,N/A,Alternative,N/A,N/A
476,Heaven's Gate,Indonesia,Split-up,N/A,Alternative,N/A,N/A
477,Heaven's Scum,Luxembourg,Active,2011,Alternative,N/A,2011-present
478,Heaving Earth,Czech Republic,Active,2008,Alternative,Anti-Religion| Chaos| Revenge| Death,2008-present
479,Heavy Lies the Crown,United States,Active,2009,Alternative,Zombies and Machines Taking Over Humanity,2009-present
480,Hebdomas,Poland,Active,2009,Alternative,Chaos| Gnostic Misanthropy| Spiritual Experiences,2009-present
481,Hecatomb,Canada,Split-up,N/A,Alternative,N/A,N/A
482,Hecatomb,Italy,Active,1992,Alternative,N/A,1992-?| ?-? (as Blossom of Hatred)| 2010-present
483,Hecatomb,Turkey,Active,1999,Alternative,Gore| Death,1999-present
484,Hecatombic,France,Split-up,1996,Alternative,Death| Gore| Violence,1996-2006
485,Hecatomic,Brazil,Active,1989,Alternative,Nuclear Holocaust| Chaos| Life Issues,1989-present
486,Hedawn,France,Split-up,2001,Alternative,N/A,2001-?
487,Hedor,Colombia,Active,2004,Alternative,Violence| War| Hate,2004-present
488,Hedrun,Brazil,Split-up,1995,Alternative,N/A,1995-?
489,Heftschentis,Austria,On hold,1992,Alternative,Evil| Life,1992-1998
490,Helcaraxë,United States,Active,2003,Alternative,Death| Atheism| Paganism| Tolkien-Themes,2003 (as Minas Tirith)| 2003-present
491,Helgardh,Belgium,Split-up,2007,Alternative,Cruelty of Life| Human Fears| Lost Kingdoms,2007-?
492,Helheim,Germany,Split-up,N/A,Rock,Norse mythology| Paganism,N/A
493,Hell,Spain,Active,1999,Alternative,Hate| Depression| Thoughts,1996-1999 (as Mortal)| 1999-present
494,Hell and Gore,Chile,Active,2008,Alternative,Gore| Blasphemy| Perversion,2008-2010 (as Eligore)| 2010-present
495,Hell Avengers,Brazil,Active,2004,Alternative,N/A,2004-present
496,Hell Church,Italy,Split-up,1991,Alternative,Anti-Christian,1991-?
497,Hell Crucificator,Canada,Active,N/A,Alternative,Hell| Devil| Death,N/A
498,Hell in a Cell,Italy,Split-up,2004,Alternative,N/A,2004-?
499,Hell Itself,Australia,Active,2006,Alternative,Death| Pain| Ruin,2006-present
500,Hell Trucker,Brazil,On hold,2002,Alternative,Violence| Drugs,2002-present
501,Hell Vomit,Ecuador,Active,2002,Alternative,Torture| Gore| Anti-Christ,2002-present
502,Hell's Eden,United States,Active,2004,Rock,Death| Anti-Christianity| Satanism,2004-present
503,Hell's Elves,United States,Split-up,N/A,Rock,Gore| Horror,N/A
504,Hellblast,Netherlands,Split-up,2008,Alternative,Murder| Death,2008-2012
505,Hellblaster,Brazil,Split-up,2003,Pop,Gore| Horror| Lust| War,2003-2006
506,Hellbound,United States,Split-up,1989,Alternative,N/A,1989-?
507,Hellbörn,Canada,Active,2012,Rock,Evil| Darkness| Blasphemy| Hell,2012-present
508,Hellchamber,Sweden,Split-up,1997,Rock,N/A,1997-?
509,Hellchild,Japan,Active,1987,Rock,Sadness| Destruction| Corruption| Pollution,? (as From Hell)| 1987-2001| 2015-present
510,Hellcraft,Ukraine,Active,2007,Rock,Cruelty| Violence| Horror| Dark feelings,2007-present
511,Hellcrust,Indonesia,Active,2011,Rock,Social inequality| Human behavior| Moral decline,2011-present
512,Hellegion,Malaysia,Unknown,2000,Rock,Death| Darkness,2000-?
513,Hellfire,Sweden,Changed name,1985,Rock,N/A,?-? (as Black Death)| 1985-1986| 1987 (as Morbid Sin)| 1987-1991 (as Chronic Decay)| 1992-1994 (as Chronic Decay)
514,Hellghast,Singapore,Active,1998,Alternative,Atheism| Suicide,1998-present
515,Hellhound,Indonesia,Active,2012,Rock,Social| Blasphemy,2012-present
516,Hellhouse,United States,Split-up,N/A,Rock,N/A,N/A
517,Hellish God,Italy,Active,2015,Alternative,Occultism| Blasphemy,2015-present
518,Hellish Orkestra,Norway,Split-up,N/A,Rock,N/A,N/A
519,Hellition,Poland,On hold,2010,Rock,N/A,2010-present
520,Hellmasker,Sweden,Active,1997,Rock,Violence| Nonsense| Humour,1997-present
521,Hellnomorf,Mexico,Split-up,1991,Pop,N/A,1991-2000
522,Hellrage,Italy,Split-up,1994,Alternative,Death| Destruction,1994-?
523,Hellraizer,Indonesia,Unknown,2008,Rock,Social-Politic| Revenge| Religion| Blood| Fiction,2008-?
524,Hells' Corpse,United States,Active,2006,Soundtrack,N/A,2006-present
525,Hellsaw,Belgium,Changed name,1985,Rock,Gore| Violence| Blasphemy,1985 (as Necromantical Destructor)| 1985-1987| 1987-present (as Agathocles)
526,Hellsodomy,Turkey,Active,2011,Alternative,Blasphemy| Anti-Religion| Desecration,2011-present
527,Hellspawn,Brazil,Changed name,1993,Dance,N/A,1987-1988 (as Intense Gore)| 1988-1989 (as Deathly Skinner)| 1989-1993 (as Sanctifier)| 1993-1995| 2002-present (as Sanctifier)
528,Hellspawn,Poland,Active,2003,Dance,Basphemy| Contesting Christian Mythology| Anti-christian Religion,2003-present
529,Hellstorm,Indonesia,Changed name,1999,Rock,N/A,1998-1999 (as Noise Terror)| 1999-2002| 2002-present (as Anxiety)
530,Hellstorm,United States,Split-up,N/A,Rock,N/A,?-1999
531,Hellsworn,United Kingdom,Active,2010,Dance,Death| Darkness| Satanism,2010-present
532,Hellusination,United States,Active,N/A,Alternative,N/A,N/A
533,Hellwinter,Germany,Split-up,2006,Rock,War| Violence,2006-?
534,Hellworld,Colombia,Active,2005,Pop,War| Violence| Social| Death| Anti-Religion,2005-present
535,Hellyum,Czech Republic,Active,N/A,Rock,N/A,N/A
536,Helotry,Sweden,Split-up,N/A,Rock,N/A,N/A
537,Helter Skelter,Kazakhstan,Split-up,1999,Rock,N/A,1999-2001
538,Hematoma,Brazil,Unknown,N/A,Alternative,N/A,N/A
539,Hematuria,Argentina,Split-up,N/A,Rock,N/A,N/A
540,Hemerah,France,Unknown,N/A,Pop,N/A,N/A
541,Hepatites,Netherlands,On hold,2007,Rock,Alcohol| Death| Gore,2007-?
542,Hepheastus,Canada,Split-up,N/A,Dance,N/A,N/A
543,Here in After,Poland,Split-up,N/A,Alternative,N/A,N/A
544,Heresic Synopsis,France,Active,2003,Rock,N/A,2003-present
545,Heresis,Brazil,Active,2001,Pop,Anti-Christianity| Extreme attitudes,2001-present
546,Heresy,France,Changed name,1998,Alternative,N/A,1998-present
547,Heresy,Poland,Split-up,1997,Alternative,Satanism| Anti-Christianity| Blasphemy,1993-1997 (as Oblivion)| 1997-?
548,Heresy,Sweden,Split-up,N/A,Alternative,N/A,N/A
549,Heretic,Belarus,Active,N/A,Alternative,N/A,N/A
550,Heretic,Germany,Active,2007,Soundtrack,N/A,2007-present
551,Heretic,Mexico,Active,2011,Alternative,Hate| Crimes| Heresy,2011-present
552,Heretic,Poland,Split-up,1991,Alternative,Death| Dreams| Existence| Obscurity,1991-?
553,Heretic,United Kingdom,Changed name,2003,Alternative,Anti-Religion| Inner Strength/Will,2003-2005| 2005-present (as Ancient Ascendant)
554,Heretic,United States,Split-up,2003,Alternative,N/A,2003-?
555,Heretic Angels,Thailand,Active,1992,Alternative,Seven Deadly Sins| Death| Suffering| Evil,1992-2005| 2013-present
556,Heretic Execution,Brazil,Active,2012,Alternative,Anti-christianity| Death| Evil| Darkness,2012-present
557,Heretic Soul,Turkey,Active,2005,Alternative,Nihilism,2005-present
558,Hereticide,United States,Active,2012,Alternative,N/A,2012-present
559,Heretics Fork,United States,Split-up,N/A,Alternative,N/A,N/A
560,Ictus,Czech Republic,Unknown,1998,Alternative,N/A,1998-?
561,Ifrit,Canada,Active,2005,Alternative,Myth| History| Philosophy| Death,2005-present
562,Igneous,Norway,Split-up,N/A,Alternative,Anti-Christianity,?-? (as Necrophobic)| ?-? (as Sarcastic)| ?-1992
563,Ignis Atrum,Mexico,Active,1995,Alternative,Satanism| Death,1995-present
564,Ignivomous,Australia,Active,2006,Alternative,Darkness| Pain| Occultism,2006-present
565,Ignominia,Chile,Active,2003,Pop,Blasphemy| Anti-Religion| Death,2000-2002 (as Haunted Christians)| 2003-present
566,Ignorance,Brazil,Active,2014,Alternative,N/A,2014-present
567,Ignorance Dirge,Malaysia,Split-up,1992,Alternative,N/A,1992-?
568,Ihate,United States,Active,N/A,Concert Films,N/A,N/A
569,Ikhon,Sweden,Active,2009,Holiday,N/A,2002-2009 (as Fartgod)| 2009-present
570,Il da Morte,United States,Active,2011,Alternative,Horror,2011-present
571,Il Spectro,Poland,Split-up,2006,Soundtrack,Gore| Murder| Death,2006-?
572,Ilbred,United States,Split-up,1989,Rock,N/A,1989-?
573,Ileus,Sweden,Split-up,1991,Alternative,N/A,1991-1992
574,Ill Fares the Land,Belgium,Active,1997,Rock,Apocalypse| Death,1997-present
575,Illomened,Lithuania,Split-up,1992,Rock,N/A,1992-1994
